Project_ID,Project_Type,Target_Cost_INR,Actual_Cost_INR,Cost_Overrun_Percent,Target_Duration_Days,Actual_Duration_Days,Timeline_Overrun_Days,Project_Start_Date,Project_End_Date_Planned,Project_End_Date_Actual,Voltage_Level_kV,Line_Length_km,Number_of_Bays,Terrain_Complexity_Index,Environmental_Impact_Severity,Forest_Land_Required_Ha,Num_Required_Permits,Average_Permit_Lag_Days,Right_of_Way_Delay_Severity,Regulatory_Hotspot_Region,Labour_Cost_Estimate_INR,Material_Cost_Estimate_INR,Num_Skilled_Workers_Required,Vendor_Performance_Rating,Num_Vendor_Change_Events,Material_Availability_Issue,Annual_Rainfall_mm,Num_Extreme_Weather_Days,Commodity_Price_Index_Start,Commodity_Price_Change_During_Project,Historical_Local_Delay_Index,Escalation_Reason_Material,Escalation_Reason_Regulatory,Escalation_Reason_Manpower,Qualitative_Risk_Score,Year,Cost_Per_km_Cr,Duration_Efficiency,Risk_Flag
Sikar-Jodhpur Transmission System 400kV Phase-III_00058,Transmission System,24638028198.3893,24565971699.8201,-0.292460492329065,1423,1429,6,2016-08-03,2020-06-26,2020-07-02,400,507.2,27,Moderate (Hilly),Low,61.2275,29,134.4,Moderate,Southern Region,24042763888.09,101741082837.44,3000,7,1,0,1142,16,119.9,4.2,3.1,0,1,1,4,2016-17,26.39,0.996,0
Gandhinagar-Gorakhpur Transmission System 132kV_00059,Transmission System,12081362542.9305,14587474311.2412,20.743618605976,1065,1017,-48,2014-03-05,2017-02-02,2016-12-16,132,1316.8,44,Medium (Undulating),Low,171.1254,24,133.6,Medium,Maharashtra,10421228568.46,58388365531.33,3000,6.7,1,0,804,9,100.8,-0.6,2.2,1,1,1,2,2014-15,5.51,1.047,0
Environment Project Kota_00060,CSR - Environment,157435405.331126,472691431.902125,200.24468187949,430,296,-134,2015-06-17,2016-08-20,2016-04-08,765,0,0,Medium (Undulating),Low,4.7514,5,91.2,Low,Himachal Pradesh,45295592.59,269479421.47,25,8.5,1,0,1356,23,100.8,12.1,3.2,0,1,0,1,2015-16,0,1.453,0
Communication System Gujarat_00061,Communication System,448042659.659402,1055177204.18635,135.508200265681,608,646,38,2018-12-15,2020-08-14,2020-09-21,400,17.4,0,Medium (Undulating),Low,2.3113,4,78.9,Very High,Gujarat,146632437.15,882256228.81,106,8.1,0,1,601,13,109.8,0.5,1.6,0,1,1,7,2018-19,6.26,0.941,0
Communication System Gujarat_00061,Communication System,448042659.659402,1055177204.18635,135.508200265681,608,646,38,2018-12-15,2020-08-14,2020-09-21,220,17.4,0,Medium (Undulating),Low,2.3113,4,78.9,Very High,Gujarat,146632437.15,882256228.81,106,8.1,0,1,601,13,109.8,0.5,1.6,0,1,1,7,2018-19,6.26,0.941,0
Bokaro-Warora Transmission System 220kV_00062,Transmission System (TBCB),22266956528.5617,20373953610.248,-8.50139944309645,506,512,6,2017-04-14,2018-09-02,2018-09-08,220,286.7,39,Very High (Hilly),Moderate,105.3013,35,156.7,Moderate,Karnataka,23108996846.92,102278412619.42,3000,3.9,2,1,840,8,113.1,-0.2,2.5,1,1,1,7,2017-18,57.22,0.988,1
Mohali-Bhopal Transmission Line 220kV Phase-I_00063,Transmission Line,4254087783.94978,6523030177.13767,53.3355799978641,958,1019,61,2016-12-12,2019-07-28,2019-09-27,220,250.7,7,Low (Desert),Medium,0,9,47.2,Low,Maharashtra,3454511732.55,14020237573.78,1717,7.6,1,0,1228,30,111.5,2.2,2.6,0,0,0,2,2016-17,7.4,0.94,0
Jodhpur-Burdwan Transmission System 400kV_00064,Transmission System,39039124660.9469,41542497449.1618,6.41247161650426,1358,1308,-50,2019-02-12,2022-11-01,2022-09-12,400,1141.4,12,Moderate (Hilly),Medium,152.1943,36,193.2,High,Assam,53238159832.38,197391564222.91,3000,8.2,1,0,2100,35,110.4,4,3.5,0,1,1,6,2019-20,24.51,1.038,0
Solapur-Tirunelveli Transmission Line 765/400kV Phase-II_00065,Transmission Line (D/C),12860771435.5312,15640840617.5555,21.6166595912257,793,1316,523,2021-06-01,2023-08-03,2025-01-07,765,477.8,3,Moderate (Hilly),Moderate,77.0343,23,97.1,Moderate,Eastern Region,12411730825.28,51928569419.92,3000,5.3,0,1,910,9,112.7,5,2.6,0,1,1,2,2021-22,14.73,0.603,1
Solapur-Tirunelveli Transmission Line 765/400kV Phase-II_00065,Transmission Line (D/C),12860771435.5312,15640840617.5555,21.6166595912257,793,1316,523,2021-06-01,2023-08-03,2025-01-07,400,477.8,3,Moderate (Hilly),Moderate,77.0343,23,97.1,Moderate,Eastern Region,12411730825.28,51928569419.92,3000,5.3,0,1,910,9,112.7,5,2.6,0,1,1,2,2021-22,14.73,0.603,1
Jaipur-Udaipur Transmission System 132kV_00066,Transmission System,9772584639.11636,12517045715.2174,28.0832674000679,431,434,3,2023-10-02,2024-12-06,2024-12-09,132,1461.6,43,Low (Urban),Moderate,0,11,51.8,Moderate,Maharashtra,12301602656.6,47376394397.46,3000,3.1,3,1,1444,27,106.1,3.7,1.5,1,0,1,1,2023-24,5.88,0.993,1
Muzaffarpur 400kV GIS Substation_00067,Substation,3585109254.52309,5222928996.92955,45.6839562236529,780,886,106,2014-04-13,2016-06-01,2016-09-15,400,0,17,Low (Plain),Moderate,0,9,45.7,Low,Kerala,2741137285.81,11300732083.7,706,8.4,2,1,2311,39,111,-3.6,2.2,0,0,0,7,2014-15,0,0.88,0
Healthcare Project Pune_00068,CSR - Healthcare,326220821.784117,826171516.177885,153.255298561114,509,532,23,2012-12-02,2014-04-25,2014-05-18,400,0,0,Low (Desert),Low,0,4,70.9,Moderate,Telangana,152577709.26,549571851.32,39,3.5,2,1,845,18,114.4,6.8,2.7,1,1,0,2,2012-13,0,0.957,1
Mandsaur 400kV GIS Substation_00069,Substation,9657057370.39436,11794015510.476,22.1284606492335,354,356,2,2018-02-08,2019-01-28,2019-01-30,400,0,48,Low (Desert),Very High,0,16,87.8,Low,Gujarat,9718144431.27,45185896549.23,2498,6.9,0,0,952,12,96.6,-4,2.3,1,1,0,10,2018-19,0,0.994,0
Communication System Maharashtra_00070,Telecom,599785081.727675,1247237904.01586,107.947470187689,95,-69,-164,2020-03-08,2020-06-11,2019-12-30,400,117.7,3,Medium (Undulating),Moderate,7.6502,4,57.2,Low,Maharashtra,345810338.54,1387820067.23,350,6.6,0,0,1205,23,97.6,4,1.6,1,1,0,8,2020-21,1.57,1,0
Sikar-Shimla Transmission System 765/400/220kV_00071,Transmission System,51410184079.1244,44145248870.3251,-14.131315300521,379,268,-111,2018-08-03,2019-08-17,2019-04-28,765,1201,9,Medium (Undulating),Moderate,276.4432,40,148.3,Moderate,Tamil Nadu,50007811696.22,321556556210.14,3000,7.6,0,0,896,15,115,1.5,2.3,0,1,1,10,2018-19,34.56,1.414,0
Sikar-Shimla Transmission System 765/400/220kV_00071,Transmission System,51410184079.1244,44145248870.3251,-14.131315300521,379,268,-111,2018-08-03,2019-08-17,2019-04-28,400,1201,9,Medium (Undulating),Moderate,276.4432,40,148.3,Moderate,Tamil Nadu,50007811696.22,321556556210.14,3000,7.6,0,0,896,15,115,1.5,2.3,0,1,1,10,2018-19,34.56,1.414,0
Sikar-Shimla Transmission System 765/400/220kV_00071,Transmission System,51410184079.1244,44145248870.3251,-14.131315300521,379,268,-111,2018-08-03,2019-08-17,2019-04-28,220,1201,9,Medium (Undulating),Moderate,276.4432,40,148.3,Moderate,Tamil Nadu,50007811696.22,321556556210.14,3000,7.6,0,0,896,15,115,1.5,2.3,0,1,1,10,2018-19,34.56,1.414,0
Joint Venture Project Bina_00072,Joint Venture Project,5172713080.3648,6522281235.14731,26.0901413593837,799,1046,247,2011-08-19,2013-10-26,2014-06-30,400,172.8,4,Low (Plain),Moderate,0,12,80,Low,Tamil Nadu,4287730297.15,16993141088.12,1580,8.1,1,0,1149,6,117.4,1.3,3.2,0,0,1,8,2011-12,14.32,0.764,1
Education Project Jamshedpur_00073,CSR - Education,97474380.3646386,311003829.022504,219.062124692746,373,347,-26,2015-12-15,2016-12-22,2016-11-26,220,0,0,Low (Plain),Low,0,8,41,Low,Telangana,43157613.44,154738216.16,25,3.5,4,1,938,14,107.5,1.1,3.4,1,0,0,10,2015-16,0,1.075,1
TBCB Subsidiary Pune_00074,TBCB Subsidiary,1949470806.57984,3073110865.05197,57.6382090298366,1092,1423,331,2020-12-28,2023-12-25,2024-11-20,400,195.1,1,Low (Plain),Moderate,0,6,52.2,Low,Jharkhand,985870812.65,6624541308.89,749,5.2,1,0,866,15,113.6,-5.3,2,0,0,1,3,2020-21,4.34,0.767,1
Joint Venture Project Jaipur_00075,Joint Venture Project,16550436815.5968,17650733887.8043,6.64814520889605,1690,1663,-27,2015-03-22,2019-11-06,2019-10-10,765,1172,6,Medium (Plateau),Moderate,231.0249,22,113.7,Moderate,Western Region,14860093273.44,80730527624.96,3000,6.9,1,0,1035,14,110.8,0.9,2.7,0,1,1,10,2015-16,8.98,1.016,0
TBCB Subsidiary Vijayawada_00076,TBCB Subsidiary,5865464464.35151,6989241092.13043,19.1592095495402,724,749,25,2019-03-05,2021-02-26,2021-03-23,765,391.8,3,Low (Plain),Low,0,10,45.3,High,West Bengal,6544572867.41,28132028663.87,2730,6.8,0,0,1612,17,111.4,3.6,3.1,1,1,0,5,2019-20,9.79,0.967,0
Rural Development Project Tirunelveli_00077,CSR - Rural Development,85458508.3975382,281920791.263907,229.892010228473,478,502,24,2009-08-02,2010-11-23,2010-12-17,400,0,0,Moderate,Low,3.9379,4,47.1,Low,Karnataka,32258046.3,118786338.52,25,4.5,2,0,914,15,99.2,8.2,3.1,0,0,0,1,2009-10,0,0.952,1
Rural Development Project Tirunelveli_00077,CSR - Rural Development,85458508.3975382,281920791.263907,229.892010228473,478,502,24,2009-08-02,2010-11-23,2010-12-17,220,0,0,Moderate,Low,3.9379,4,47.1,Low,Karnataka,32258046.3,118786338.52,25,4.5,2,0,914,15,99.2,8.2,3.1,0,0,0,1,2009-10,0,0.952,1
Communication System Gujarat_00078,Telecom,448264059.669889,1111428353.68928,147.940545246424,458,537,79,2017-05-25,2018-08-26,2018-11-13,400,260.5,1,Moderate,Moderate,35.2406,6,49,Medium,Gujarat,245009881.87,844378715.25,498,6.6,0,0,681,19,102.9,-1.2,1.7,0,0,0,4,2017-18,0.41,0.853,0
Indore-Bilaspur Transmission System 400kV_00079,Transmission System,12210499593.5386,15595435029.7664,27.7215146710213,1805,1827,22,2018-07-03,2023-06-12,2023-07-04,400,57.2,43,Low (Urban),Low,0,16,84.9,Medium,Mizoram,10262055596.93,48653264438.96,1864,7.8,2,1,1587,15,95.7,9.5,2,0,1,1,9,2018-19,112.26,0.988,0
Bokaro-Tuticorin Transmission Line 765kV_00080,Transmission Line,7919743161.17976,9690721000.81285,22.3615564746329,1067,1075,8,2010-08-23,2013-07-25,2013-08-02,765,514.3,6,Low (Plain),Very High,0,11,67.3,Low,Telangana,8018309858.23,32229444096.33,3000,4.5,3,0,1190,18,109.3,9.5,3.1,0,0,0,2,2010-11,11.41,0.993,1
Chennai-Aurangabad Transmission System 400kV Phase-IV_00081,Transmission System,15511266640.8461,17638323952.3845,13.712982703406,1315,1158,-157,2012-09-01,2016-04-08,2015-11-03,400,1003.9,44,Medium (Undulating),Moderate,224.2665,24,97,Medium,Southern Region,17199299071.45,65223288509.4,3000,9.3,1,0,1090,11,103.2,9.2,2.8,0,1,1,2,2012-13,8.47,1.136,0
0ida-Patna Transmission System 765kV_00082,Transmission System (TBCB),41577071488.3433,38449403411.8544,-7.52257906708453,841,994,153,2015-08-02,2017-11-20,2018-04-22,765,54.1,27,Low (Plain),Medium,0,32,93.1,Moderate,Bihar,54521178365.54,218736619313.35,3000,3.6,3,0,626,10,100.7,4.8,2.6,0,1,1,4,2015-16,759.9,0.846,1
Amritsar-Jodhpur Transmission System 132kV_00083,Transmission System,18901669152.5111,18691003465.994,-1.11453483191006,1041,941,-100,2015-12-16,2018-10-22,2018-07-14,132,1301.8,26,Medium (Undulating),Medium,168.6643,23,75.9,Medium,Chhattisgarh,18881856411.92,93311713792.66,3000,4.5,3,0,1978,29,115.3,7.6,2.4,1,0,1,4,2015-16,12.4,1.106,1
Patna 400kV GIS Substation_00084,Substation,11651493656.125,12337849835.6045,5.8907140984341,308,553,245,2010-11-07,2011-09-11,2012-05-13,400,0,23,Low (Plain),High,0,13,50,Moderate,Rajasthan,10160504827.07,56098658037,2797,8.1,0,0,272,13,102.8,11.6,2.7,1,0,1,7,2010-11,0,0.557,1
Tirunelveli-Mysore Transmission System 132kV_00085,Transmission System (TBCB),6894393279.62539,8228555455.29143,19.3514080435304,498,515,17,2016-07-03,2017-11-13,2017-11-30,132,204.3,13,Low (Desert),Very High,0,16,82.4,Low,Andhra Pradesh,3940627250.67,24704731941.03,1305,5.4,0,0,979,12,115.1,1.1,2.5,1,1,1,2,2016-17,19.11,0.967,1
Madurai-Amritsar Transmission System 765kV_00086,Transmission System (TBCB),32958392444.1093,31367998540.3919,-4.82545957426292,1023,1176,153,2015-11-26,2018-09-14,2019-02-14,765,397.9,14,Low (Desert),Medium,0,33,103.1,Low,Gujarat,38694186125.24,189479787879.02,3000,5,4,1,602,9,115.6,13.1,1.6,1,1,1,4,2015-16,89.52,0.87,1
Allahabad-Coimbatore HVDC Transmission Line 400kV Phase-III_00087,HVDC Transmission Line,14268359736.0842,15484065583.6132,8.52029154027104,1297,1153,-144,2020-03-22,2023-10-10,2023-05-19,400,789.5,10,High (Hilly/Difficult),Low,454.1519,26,105.4,Moderate,Jharkhand,8487341393.83,57406088382.62,3000,8.8,0,0,1722,17,104.8,3.6,3.8,0,1,1,7,2020-21,8.73,1.125,0
Neemuch-Kochi Transmission System 765kV_00088,Transmission System,67884613131.7171,64181581909.9613,-5.45489036605513,955,865,-90,2015-04-20,2017-11-30,2017-09-01,765,1635.8,33,Low (Plains),Very High,0,40,156.1,Low,Gujarat,109818705461.22,476823994113.82,3000,7,0,0,545,10,96.7,0.4,1.6,0,1,1,2,2015-16,39.85,1.104,0
Jaisalmer-Srinagar Transmission System 765/400kV_00089,Transmission System,74203510819.9829,56820558246.0938,-23.4260513846306,706,775,69,2016-05-28,2018-05-04,2018-07-12,765,1989.2,31,Low (Desert),Low,0,40,157.5,Moderate,Sikkim,77066820920.56,400515622068.57,3000,8,0,0,1389,22,96.5,6.8,2.5,0,1,1,7,2016-17,26.2,0.911,0
Jaisalmer-Srinagar Transmission System 765/400kV_00089,Transmission System,74203510819.9829,56820558246.0938,-23.4260513846306,706,775,69,2016-05-28,2018-05-04,2018-07-12,400,1989.2,31,Low (Desert),Low,0,40,157.5,Moderate,Sikkim,77066820920.56,400515622068.57,3000,8,0,0,1389,22,96.5,6.8,2.5,0,1,1,7,2016-17,26.2,0.911,0
Raipur-Karnal Transmission System 400kV_00090,Transmission System,10202015391.2328,11902405409.2169,16.667197144648,658,591,-67,2014-07-23,2016-05-11,2016-03-05,400,190.2,23,Moderate,Low,22.2324,18,105.8,Moderate,Eastern Region,15299477866.83,53028161883.79,3000,3.6,3,1,781,19,118.2,2.4,3.1,1,1,0,3,2014-15,52.62,1.113,1
Rural Development Project Visakhapatnam_00091,CSR - Rural Development,304499137.43867,760940921.116938,149.899204154626,556,564,8,2023-03-14,2024-09-20,2024-09-28,765,0,0,Low (Desert),Medium,0,6,55.2,Low,Punjab,143583870.24,529664518.36,39,6.6,1,0,655,9,101.6,0.5,2.4,0,0,0,9,2023-24,0,0.986,0
Pondicherry-Hyderabad Transmission System 400/220kV Phase-III_00092,Transmission System,47647210009.7821,42552818501.8827,-10.6918988684826,944,997,53,2014-11-06,2017-06-07,2017-07-30,400,920.9,26,Low (Coastal),Low,0,40,149.9,Low,Southern Region,77127133859.22,257113266106.5,3000,8.2,1,0,1016,10,116.9,3.5,2.6,1,1,1,2,2014-15,36.03,0.947,0
Pondicherry-Hyderabad Transmission System 400/220kV Phase-III_00092,Transmission System,47647210009.7821,42552818501.8827,-10.6918988684826,944,997,53,2014-11-06,2017-06-07,2017-07-30,220,920.9,26,Low (Coastal),Low,0,40,149.9,Low,Southern Region,77127133859.22,257113266106.5,3000,8.2,1,0,1016,10,116.9,3.5,2.6,1,1,1,2,2014-15,36.03,0.947,0
Vijayawada-Raipur HVDC Transmission Line 400/220kV Phase-II_00093,HVDC Transmission Line,35170485296.1119,30396722519.7937,-13.5732070118632,651,556,-95,2015-11-18,2017-08-30,2017-05-27,400,338.8,9,Low (Plain),High,0,32,126.6,Low,0rthern Region,45372185672.16,188762687523.23,3000,5.1,0,0,994,14,114.1,8.1,2.5,0,1,1,10,2015-16,91.41,1.171,1
Vijayawada-Raipur HVDC Transmission Line 400/220kV Phase-II_00093,HVDC Transmission Line,35170485296.1119,30396722519.7937,-13.5732070118632,651,556,-95,2015-11-18,2017-08-30,2017-05-27,220,338.8,9,Low (Plain),High,0,32,126.6,Low,0rthern Region,45372185672.16,188762687523.23,3000,5.1,0,0,994,14,114.1,8.1,2.5,0,1,1,10,2015-16,91.41,1.171,1
Education Project Ranchi_00094,CSR - Education,91561130.4094095,302828743.089338,230.739410637745,233,131,-102,2015-06-13,2016-02-01,2015-10-22,220,0,0,Low (Plain),Moderate,0,9,58.1,Moderate,Uttar Pradesh,30941068.54,149114388.2,25,8.7,0,0,544,6,111,6.7,2.2,0,0,0,2,2015-16,0,1.779,0
Delhi-Jalandhar Transmission System 400kV_00095,Transmission System (TBCB),24949109664.1444,24952064213.1504,0.0118423023740051,428,902,474,2011-03-16,2012-05-17,2013-09-03,400,17.3,33,Low (Plains),Moderate,0,26,95.7,Low,Gujarat,27979265042.32,112496608787.78,3000,3.2,4,1,722,17,110.4,4,2.5,0,1,1,10,2011-12,875.53,0.475,1
Ramgarh 765kV GIS Substation_00096,Substation,9848900578.94655,11843933274.7366,20.2563999889971,353,548,195,2016-09-01,2017-08-20,2018-03-03,765,0,27,Low (Plain),Moderate,0,9,46.9,Low,Tamil Nadu,11015624568.86,53817102317.07,2612,5.1,1,1,1116,5,105.4,7.8,2.3,1,0,1,4,2016-17,0,0.644,1
Communication System Andhra Pradesh_00097,Communication System,270699725.782537,655958307.90917,142.319531729458,598,447,-151,2015-10-22,2017-06-11,2017-01-11,132,160.6,0,Medium (Undulating),Low,16.9049,7,15,Moderate,Andhra Pradesh,132726589.96,484045604.72,498,6.7,1,1,685,9,113.4,3.8,1.3,1,0,0,2,2015-16,0.42,1.338,0
Mohali-Neemuch Transmission Line 400kV_00098,Transmission Line (D/C),11093814334.7796,12665288212.865,14.1653161902912,649,787,138,2012-06-20,2014-03-31,2014-08-16,400,360.1,11,Low (Desert),Low,0,11,83.8,Low,Odisha,11429610114.04,46077566536.74,2547,8.2,0,0,1332,12,117.5,14.8,2.2,0,1,1,7,2012-13,17.02,0.825,0
Rural Development Project Jamnagar_00099,CSR - Rural Development,152322303.845678,439254104.020786,188.37149447648,552,386,-166,2017-12-28,2019-07-03,2019-01-18,220,0,0,Low (Coastal),Moderate,0,10,36.2,Moderate,West Bengal,67172623.79,262201177.95,25,7.5,1,1,1431,13,112.9,4.5,2.1,0,0,0,1,2017-18,0,1.43,0
Healthcare Project Cuttack_00100,CSR - Healthcare,93318095.855988,258212590.941352,176.701521363911,465,562,97,2019-12-04,2021-03-13,2021-06-18,220,0,0,Low (Plain),Moderate,0,11,54,Moderate,Odisha,23817901.14,150451059.86,25,4.7,1,1,1223,12,97.1,8.4,2.8,1,0,0,8,2019-20,0,0.827,1
Pune-Jalandhar Transmission System 220kV_00101,Transmission System,16129280015.803,17939022500.661,11.2202310523774,665,676,11,2018-03-15,2020-01-09,2020-01-20,220,941.8,36,Moderate (Hilly),Medium,160.5857,28,101.1,Medium,Telangana,21489103674.89,72157347454.32,3000,7.7,2,1,1109,17,111.4,6.5,2.3,1,1,1,4,2018-19,11.52,0.984,1
Pune-Jabalpur Transmission Line 132kV Phase-III_00102,Transmission Line,9880679553.6164,12881069463.398,30.3662303134147,520,431,-89,2019-08-12,2021-01-13,2020-10-16,132,230.9,8,Medium (Plateau),Moderate,25.9168,12,60.5,Low,Punjab,10856814690.37,38565059354.16,2241,5,1,0,650,17,116.2,3.2,2.6,0,0,0,1,2019-20,27.68,1.206,1
Bilaspur-Jharsuguda Transmission Line 400/220kV_00103,Transmission Line (D/C),19303341857.1569,18247424076.1937,-5.47012941477645,871,855,-16,2016-09-09,2019-01-28,2019-01-12,400,272.8,3,Moderate,Low,39.1979,19,87.6,Low,Karnataka,24325067476.22,83792005247.43,3000,8.1,2,0,869,8,107.6,6.5,2.9,1,1,1,4,2016-17,45.71,1.019,0
Bilaspur-Jharsuguda Transmission Line 400/220kV_00103,Transmission Line (D/C),19303341857.1569,18247424076.1937,-5.47012941477645,871,855,-16,2016-09-09,2019-01-28,2019-01-12,220,272.8,3,Moderate,Low,39.1979,19,87.6,Low,Karnataka,24325067476.22,83792005247.43,3000,8.1,2,0,869,8,107.6,6.5,2.9,1,1,1,4,2016-17,45.71,1.019,0
Tuticorin-Mohali HVDC Link_00104,HVDC Transmission Link,30194102701.1598,28143878451.2423,-6.79014796435336,1164,1103,-61,2014-09-06,2017-11-13,2017-09-13,220,1533.3,10,Low (Urban),Moderate,0,33,154.8,Low,Haryana,25237394239.94,151043942064.38,3000,7.4,0,0,479,17,100.1,-0.3,3.3,0,1,1,3,2014-15,12.67,1.055,0
Panipat 400kV GIS Substation_00105,Substation,9134964093.00326,11559657462.9121,26.5429983656528,390,285,-105,2023-03-14,2024-04-07,2023-12-24,400,0,42,Medium (Undulating),High,4.799,12,50.3,Low,Gujarat,10218683467.33,34764721330.47,2673,7.2,2,1,575,9,116.9,1.8,2.9,1,0,0,4,2023-24,0,1.368,0
Burdwan-Jamnagar Transmission Line 220kV Phase-IV_00106,Transmission Line,14049907042.7059,15807892034.5741,12.5124314810386,538,585,47,2022-05-07,2023-10-27,2023-12-13,220,353.9,2,High (Hilly),High,109.0137,23,124.3,Low,Western Region,14160688890.23,53298304433.68,3000,4.2,3,1,832,14,96.6,11.7,3.5,1,1,0,3,2022-23,27.24,0.92,1
Shimla-Kolkata Cross-Border Transmission Line 132kV_00107,Cross-Border Transmission Line,4258969401.27059,6396070735.50747,50.178837481183,952,980,28,2008-11-04,2011-06-14,2011-07-12,132,173.8,6,Low (Plains),Medium,0,12,88.3,Low,Karnataka,3860798856.1,15365471357.66,1182,8.1,0,1,445,7,103.2,8,2.1,1,1,0,6,2008-09,13,0.971,1
Siliguri-Kanpur Transmission System 400kV_00108,Transmission System (TBCB),12759436675.5691,15024042675.9626,17.7484794820888,1020,1139,119,2014-05-06,2017-02-19,2017-06-18,400,299.5,42,High (Hilly/Difficult),Low,72.6179,31,147.4,Medium,Kerala,7006289192.99,43481399601.19,3000,7.3,0,0,2776,45,109.7,9.4,2.3,0,1,0,2,2014-15,18.25,0.896,0
Vadodara-Ranchi Transmission Line 765kV_00109,Transmission Line,11884746442.9481,14536082338.3015,22.308729160365,203,29,-174,2022-11-27,2023-06-18,2022-12-26,765,628.8,4,Medium (Undulating),Low,40.6732,14,92.7,Low,Gujarat,14000717513.52,51136963036.69,3000,8.3,0,0,673,12,98.3,11,2.1,0,1,1,1,2022-23,10.68,7,0
Smart Metering Nagpur_00110,Smart Metering,5352575914.65425,7675293833.43477,43.3943946954848,683,800,117,2016-03-11,2018-01-23,2018-05-20,765,0,6,Low (Plain),Moderate,0,11,41,Low,Jharkhand,3482857796.4,21294951703.64,1503,8.4,2,1,1619,13,96.4,-0.9,2.1,0,0,0,3,2016-17,0,0.854,0
Solar Generation Jaipur_00111,Solar Generation,940860109.413853,1798479715.88876,91.1527226942581,280,408,128,2010-01-24,2010-10-31,2011-03-08,400,134.9,6,Low (Desert),Moderate,0,9,56.6,Moderate,Maharashtra,298177593.72,1998073955.33,331,6.6,0,1,566,10,117.5,8.4,2.2,0,0,0,7,2010-11,1.83,0.686,0
Ujjain-Sikar Transmission System 400/220kV_00112,Transmission System,46172355169.3619,41837815619.6164,-9.38773760586024,441,349,-92,2024-07-13,2025-09-27,2025-06-27,400,427.2,34,Low (Plains),Low,0,39,158.3,Low,Telangana,62101185741.48,272091956315.82,3000,7.7,0,0,843,10,97.9,1.9,2.2,0,1,1,6,2024-25,87.35,1.264,0
Ujjain-Sikar Transmission System 400/220kV_00112,Transmission System,46172355169.3619,41837815619.6164,-9.38773760586024,441,349,-92,2024-07-13,2025-09-27,2025-06-27,220,427.2,34,Low (Plains),Low,0,39,158.3,Low,Telangana,62101185741.48,272091956315.82,3000,7.7,0,0,843,10,97.9,1.9,2.2,0,1,1,6,2024-25,87.35,1.264,0
Varanasi-Ajmer Transmission System 765/400kV_00113,Transmission System,23781035809.8026,23169746254.5275,-2.57049171518078,1129,974,-155,2012-07-27,2015-08-30,2015-03-28,765,1945.8,34,Low (Plains),Low,0,27,170,Very High,0rth Eastern Region,28980583147.88,128925642919.51,3000,6.7,0,0,785,7,118.6,-10.6,4.7,1,1,1,6,2012-13,8.93,1.159,0
Varanasi-Ajmer Transmission System 765/400kV_00113,Transmission System,23781035809.8026,23169746254.5275,-2.57049171518078,1129,974,-155,2012-07-27,2015-08-30,2015-03-28,400,1945.8,34,Low (Plains),Low,0,27,170,Very High,0rth Eastern Region,28980583147.88,128925642919.51,3000,6.7,0,0,785,7,118.6,-10.6,4.7,1,1,1,6,2012-13,8.93,1.159,0
Gurgaon-Firozabad Transmission System 765/400kV Phase-I_00114,Transmission System,43683415833.9483,41968984403.4889,-3.9246734664165,966,1556,590,2020-04-24,2022-12-16,2024-07-28,765,1261.3,8,Medium (Undulating),Moderate,268.5025,40,200,High,Uttar Pradesh,58725512911.59,222147716645.64,3000,3.5,0,0,772,9,113.9,1.4,2.1,0,1,1,9,2020-21,25.32,0.621,1
Gurgaon-Firozabad Transmission System 765/400kV Phase-I_00114,Transmission System,43683415833.9483,41968984403.4889,-3.9246734664165,966,1556,590,2020-04-24,2022-12-16,2024-07-28,400,1261.3,8,Medium (Undulating),Moderate,268.5025,40,200,High,Uttar Pradesh,58725512911.59,222147716645.64,3000,3.5,0,0,772,9,113.9,1.4,2.1,0,1,1,9,2020-21,25.32,0.621,1
Healthcare Project Vijayawada_00115,CSR - Healthcare,141735453.314841,351757597.225953,148.178976395259,503,687,184,2012-05-05,2013-09-20,2014-03-23,132,0,0,Low (Plain),High,0,7,19.7,Moderate,0rth Eastern Region,67932557.47,227427786.29,25,8.3,2,1,852,13,107.4,5.5,4.1,0,0,1,3,2012-13,0,0.732,1
